yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender,GMM_Cluster,GMM_Max_Probability
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,29,Once a week,Male,5,0.9999999997524398
Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,+4,31,Once a month,Male,1,1.0
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,50,Once a year,Female,5,0.9999682912511245
No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,-3,55,Never,Male,7,0.9999999999998401
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+1,18,Once a month,Female,7,0.9999999999087699
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+1,52,Every three months,Female,1,1.0
No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0,43,Once a month,Male,0,0.9999989665372484
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,47,Once a year,Male,3,0.9999999991009716
Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,+2,36,Once a week,Female,6,0.9999999999942979
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,52,Once a month,Female,5,0.9999828688197381
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,41,Every three months,Male,6,0.9999999999995026
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,30,Every three months,Male,3,0.9999999991009716
